00266-0	1653	351	-1061
00267-0	1653	351	-993
00268-0	1653	351	-915
00269-0	1653	351	-848
00270-0	1653	351	-781
00271-0	1653	351	-703
00272-0	1653	351	-636
00273-0	1653	351	-569
00274-0	1653	351	-491
00275-0	1653	351	-424
00276-0	1653	351	-357
00277-0	1653	351	-279
00278-0	1653	351	-212
00279-0	1653	351	-145
00280-0	1653	351	-67
00281-0	1653	351	0
00282-0	1653	351	67
00283-0	1653	351	145
00284-0	1653	351	212
00285-0	1653	351	279
00286-0	1653	351	357
00287-0	1653	351	424
00288-0	1653	351	491
00289-0	1653	351	569
00290-0	1653	351	636
00291-0	1653	351	703
00292-0	1653	351	781
00293-0	1653	351	848
00294-0	1653	351	915
00295-0	1653	351	993
00296-0	1653	351	1061
00297-0	1653	351	1128
00298-0	1653	351	1206
00299-0	1653	351	1273
00300-0	1653	351	1340
00301-0	1653	351	1418
00302-0	1653	351	1485
00303-0	1653	351	1552
00304-0	1653	351	1630
00305-0	1653	351	1697
00306-0	1653	351	1764
00307-0	1637	420	-1764
00308-0	1637	420	-1697
00309-0	1637	420	-1630
00310-0	1637	420	-1552
00311-0	1637	420	-1485
00312-0	1637	420	-1418
00313-0	1637	420	-1340
00314-0	1637	420	-1273
00315-0	1637	420	-1206
00316-0	1637	420	-1128
00317-0	1637	420	-1061
00318-0	1637	420	-993
00319-0	1637	420	-915
00320-0	1637	420	-848
00321-0	1637	420	-781
00322-0	1637	420	-703
00323-0	1637	420	-636
00324-0	1637	420	-569
00325-0	1637	420	-491
00326-0	1637	420	-424
00327-0	1637	420	-357
00328-0	1637	420	-279
00329-0	1637	420	-212
00330-0	1637	420	-145
00331-0	1637	420	-67
00332-0	1637	420	0
00333-0	1637	420	67
00334-0	1637	420	145
00335-0	1637	420	212
00336-0	1637	420	279
00337-0	1637	420	357
00338-0	1637	420	424
00339-0	1637	420	491
00340-0	1637	420	569
00341-0	1637	420	636
00342-0	1637	420	703
00343-0	1637	420	781
00344-0	1637	420	848
00345-0	1637	420	915
00346-0	1637	420	993
00347-0	1637	420	1061
00348-0	1637	420	1128
00349-0	1637	420	1206
00350-0	1637	420	1273
00351-0	1637	420	1340
00352-0	1637	420	1418
00353-0	1637	420	1485
00354-0	1637	420	1552
00355-0	1637	420	1630
00356-0	1637	420	1697
00357-0	1637	420	1764
00358-0	1618	487	-1764
00359-0	1618	487	-1697
00360-0	1618	487	-1630
00361-0	1618	487	-1552
00362-0	1618	487	-1485
00363-0	1618	487	-1418
00364-0	1618	487	-1340
00365-0	1618	487	-1273
00366-0	1618	487	-1206
00367-0	1618	487	-1128
00368-0	1618	487	-1061
00369-0	1618	487	-993
00370-0	1618	487	-915
00371-0	1618	487	-848
00372-0	1618	487	-781
00373-0	1618	487	-703
00374-0	1618	487	-636
00375-0	1618	487	-569
00376-0	1618	487	-491
00377-0	1618	487	-424
00378-0	1618	487	-357
00379-0	1618	487	-279
00380-0	1618	487	-212
00381-0	1618	487	-145
00382-0	1618	487	-67
00383-0	1618	487	0
00384-0	1618	487	67
00385-0	1618	487	145
00386-0	1618	487	212
00387-0	1618	487	279
00388-0	1618	487	357
00389-0	1618	487	424
00390-0	1618	487	491
00391-0	1618	487	569
00392-0	1618	487	636
00393-0	1618	487	703
00394-0	1618	487	781
00395-0	1618	487	848
00396-0	1618	487	915
00397-0	1618	487	993
00398-0	1618	487	1061
00399-0	1618	487	1128
00400-0	1618	487	1206
00401-0	1618	487	1273
00402-0	1618	487	1340
00403-0	1618	487	1418
00404-0	1618	487	1485
00405-0	1618	487	1552
00406-0	1618	487	1630
00407-0	1618	487	1697
00408-0	1618	487	1764
00409-0	1595	558	-1764
00410-0	1595	558	-1697
00411-0	1595	558	-1630
00412-0	1595	558	-1552
00413-0	1595	558	-1485
00414-0	1595	558	-1418
00415-0	1595	558	-1340
00416-0	1595	558	-1273
00417-0	1595	558	-1206
00418-0	1595	558	-1128
00419-0	1595	558	-1061
00420-0	1595	558	-993
00421-0	1595	558	-915
00422-0	1595	558	-848
00423-0	1595	558	-781
00424-0	1595	558	-703
00425-0	1595	558	-636
00426-0	1595	558	-569
00427-0	1595	558	-491
00428-0	1595	558	-424
00429-0	1595	558	-357
00430-0	1595	558	-279
00431-0	1595	558	-212
00432-0	1595	558	-145
00433-0	1595	558	-67
00434-0	1595	558	0
00435-0	1595	558	67
00436-0	1595	558	145
00437-0	1595	558	212
00438-0	1595	558	279
00439-0	1595	558	357
00440-0	1595	558	424
00441-0	1595	558	491
00442-0	1595	558	569
00443-0	1595	558	636
00444-0	1595	558	703
00445-0	1595	558	781
00446-0	1595	558	848
00447-0	1595	558	915
00448-0	1595	558	993
00449-0	1595	558	1061
00450-0	1595	558	1128
00451-0	1595	558	1206
00452-0	1595	558	1273
00453-0	1595	558	1340
00454-0	1595	558	1418
00455-0	1595	558	1485
00456-0	1595	558	1552
00457-0	1595	558	1630
00458-0	1595	558	1697
00459-0	1595	558	1764
00460-0	1571	622	-1764
00461-0	1571	622	-1697
00462-0	1571	622	-1630
00463-0	1571	622	-1552
00464-0	1571	622	-1485
00465-0	1571	622	-1418
00466-0	1571	622	-1340
00467-0	1571	622	-1273
00468-0	1571	622	-1206
00469-0	1571	622	-1128
00470-0	1571	622	-1061
00471-0	1571	622	-993
00472-0	1571	622	-915
00473-0	1571	622	-848
00474-0	1571	622	-781
00475-0	1571	622	-703
00476-0	1571	622	-636
00477-0	1571	622	-569
00478-0	1571	622	-491
00479-0	1571	622	-424
00480-0	1571	622	-357
00481-0	1571	622	-279
00482-0	1571	622	-212
00483-0	1571	622	-145
00484-0	1571	622	-67
00485-0	1571	622	0
00486-0	1571	622	67
00487-0	1571	622	145
00488-0	1571	622	212
00489-0	1571	622	279
00490-0	1571	622	357
00491-0	1571	622	424
00492-0	1571	622	491
00493-0	1571	622	569
00494-0	1571	622	636
00495-0	1571	622	703
00496-0	1571	622	781
00497-0	1571	622	848
00498-0	1571	622	915
00499-0	1571	622	993
00500-0	1571	622	1061
00501-0	1571	622	1128
00502-0	1571	622	1206
00503-0	1571	622	1273
00504-0	1571	622	1340
00505-0	1571	622	1418
00506-0	1571	622	1485
00507-0	1571	622	1552
00508-0	1571	622	1630
00509-0	1571	622	1697
00510-0	1571	622	1764
00511-0	1544	687	-1764
00512-0	1544	687	-1697
00513-0	1544	687	-1630
00514-0	1544	687	-1552
00515-0	1544	687	-1485
00516-0	1544	687	-1418
00517-0	1544	687	-1340
00518-0	1544	687	-1273
00519-0	1544	687	-1206
00520-0	1544	687	-1128
00521-0	1544	687	-1061
00522-0	1544	687	-993
00523-0	1544	687	-915
00524-0	1544	687	-848
00525-0	1544	687	-781
00526-0	1544	687	-703
00527-0	1544	687	-636
00528-0	1544	687	-569
00529-0	1544	687	-491
00530-0	1544	687	-424
00531-0	1544	687	-357
00532-0	1544	687	-279
00533-0	1544	687	-212
00534-0	1544	687	-145
00535-0	1544	687	-67
00536-0	1544	687	0
00537-0	1544	687	67
00538-0	1544	687	145
00539-0	1544	687	212
00540-0	1544	687	279
00541-0	1544	687	357
00542-0	1544	687	424
00543-0	1544	687	491
00544-0	1544	687	569
00545-0	1544	687	636
00546-0	1544	687	703
00547-0	1544	687	781
00548-0	1544	687	848
00549-0	1544	687	915
00550-0	1544	687	993
00551-0	1544	687	1061
00552-0	1544	687	1128
00553-0	1544	687	1206
00554-0	1544	687	1273
00555-0	1544	687	1340
00556-0	1544	687	1418
00557-0	1544	687	1485
00558-0	1544	687	1552
00559-0	1544	687	1630
00560-0	1544	687	1697
00561-0	1544	687	1764
00562-0	1515	750	-1764
00563-0	1515	750	-1697
00564-0	1515	750	-1630
00565-0	1515	750	-1552
00566-0	1515	750	-1485
00567-0	1515	750	-1418
00568-0	1515	750	-1340
00569-0	1515	750	-1273
00570-0	1515	750	-1206
00571-0	1515	750	-1128
00572-0	1515	750	-1061
00573-0	1515	750	-993
00574-0	1515	750	-915
00575-0	1515	750	-848
00576-0	1515	750	-781
00577-0	1515	750	-703
00578-0	1515	750	-636
00579-0	1515	750	-569
00580-0	1515	750	-491
00581-0	1515	750	-424
00582-0	1515	750	-357
00583-0	1515	750	-279
00584-0	1515	750	-212
00585-0	1515	750	-145
00586-0	1515	750	-67
00587-0	1515	750	0
00588-0	1515	750	67
00589-0	1515	750	145
00590-0	1515	750	212
00591-0	1515	750	279
00592-0	1515	750	357
00593-0	1515	750	424
00594-0	1515	750	491
00595-0	1515	750	569
00596-0	1515	750	636
00597-0	1515	750	703
00598-0	1515	750	781
00599-0	1515	750	848
00600-0	1515	750	915
00601-0	1515	750	993
00602-0	1515	750	1061
00603-0	1515	750	1128
00604-0	1515	750	1206
00605-0	1515	750	1273
00606-0	1515	750	1340
00607-0	1515	750	1418
00608-0	1515	750	1485
00609-0	1515	750	1552
00610-0	1515	750	1630
00611-0	1515	750	1697
00612-0	1515	750	1764
00613-0	1480	816	-1764
00614-0	1480	816	-1697
00615-0	1480	816	-1630
00616-0	1480	816	-1552
00617-0	1480	816	-1485
00618-0	1480	816	-1418
00619-0	1480	816	-1340
00620-0	1480	816	-1273
00621-0	1480	816	-1206
00622-0	1480	816	-1128
00623-0	1480	816	-1061
00624-0	1480	816	-993
00625-0	1480	816	-915
00626-0	1480	816	-848
00627-0	1480	816	-781
00628-0	1480	816	-703
00629-0	1480	816	-636
00630-0	1480	816	-569
00631-0	1480	816	-491
00632-0	1480	816	-424
00633-0	1480	816	-357
00634-0	1480	816	-279
00635-0	1480	816	-212
00636-0	1480	816	-145
00637-0	1480	816	-67
00638-0	1480	816	0
00639-0	1480	816	67
00640-0	1480	816	145
00641-0	1480	816	212
00642-0	1480	816	279
00643-0	1480	816	357
00644-0	1480	816	424
00645-0	1480	816	491
00646-0	1480	816	569
00647-0	1480	816	636
00648-0	1480	816	703
00649-0	1480	816	781
00650-0	1480	816	848
00651-0	1480	816	915
00652-0	1480	816	993
00653-0	1480	816	1061
00654-0	1480	816	1128
00655-0	1480	816	1206
00656-0	1480	816	1273
00657-0	1480	816	1340
00658-0	1480	816	1418
00659-0	1480	816	1485
00660-0	1480	816	1552
00661-0	1480	816	1630
00662-0	1480	816	1697
00663-0	1480	816	1764
00664-0	1446	875	-1764
00665-0	1446	875	-1697
00666-0	1446	875	-1630
00667-0	1446	875	-1552
00668-0	1446	875	-1485
00669-0	1446	875	-1418
00670-0	1446	875	-1340
00671-0	1446	875	-1273
00672-0	1446	875	-1206
00673-0	1446	875	-1128
00674-0	1446	875	-1061
00675-0	1446	875	-993
00676-0	1446	875	-915
00677-0	1446	875	-848
00678-0	1446	875	-781
00679-0	1446	875	-703
00680-0	1446	875	-636
00681-0	1446	875	-569
00682-0	1446	875	-491
00683-0	1446	875	-424
00684-0	1446	875	-357
00685-0	1446	875	-279
00686-0	1446	875	-212
00687-0	1446	875	-145
00688-0	1446	875	-67
00689-0	1446	875	0
00690-0	1446	875	67
00691-0	1446	875	145
00692-0	1446	875	212
00693-0	1446	875	279
00694-0	1446	875	357
00695-0	1446	875	424
00696-0	1446	875	491
00697-0	1446	875	569
00698-0	1446	875	636
00699-0	1446	875	703
00700-0	1446	875	781
00701-0	1446	875	848
00702-0	1446	875	915
00703-0	1446	875	993
00704-0	1446	875	1061
00705-0	1446	875	1128
00706-0	1446	875	1206
00707-0	1446	875	1273
00708-0	1446	875	1340
00709-0	1446	875	1418
00710-0	1446	875	1485
00711-0	1446	875	1552
00712-0	1446	875	1630
00713-0	1446	875	1697
00714-0	1446	875	1764
00715-0	1408	935	-1764
00716-0	1408	935	-1697
00717-0	1408	935	-1630
00718-0	1408	935	-1552
00719-0	1408	935	-1485
00720-0	1408	935	-1418
00721-0	1408	935	-1340
00722-0	1408	935	-1273
00723-0	1408	935	-1206
00724-0	1408	935	-1128
00725-0	1408	935	-1061
00726-0	1408	935	-993
00727-0	1408	935	-915
00728-0	1408	935	-848
00729-0	1408	935	-781
00730-0	1408	935	-703
00731-0	1408	935	-636
00732-0	1408	935	-569
00733-0	1408	935	-491
00734-0	1408	935	-424
00735-0	1408	935	-357
00736-0	1408	935	-279
00737-0	1408	935	-212
00738-0	1408	935	-145
00739-0	1408	935	-67
00740-0	1408	935	0
00741-0	1408	935	67
00742-0	1408	935	145
00743-0	1408	935	212
00744-0	1408	935	279
00745-0	1408	935	357
00746-0	1408	935	424
00747-0	1408	935	491
00748-0	1408	935	569
00749-0	1408	935	636
00750-0	1408	935	703
00751-0	1408	935	781
00752-0	1408	935	848
00753-0	1408	935	915
00754-0	1408	935	993
00755-0	1408	935	1061
00756-0	1408	935	1128
00757-0	1408	935	1206
00758-0	1408	935	1273
00759-0	1408	935	1340
00760-0	1408	935	1418
00761-0	1408	935	1485
00762-0	1408	935	1552
00763-0	1408	935	1630
00764-0	1408	935	1697
00765-0	1408	935	1764
00766-0	1368	992	-1764
00767-0	1368	992	-1697
00768-0	1368	992	-1630
00769-0	1368	992	-1552
00770-0	1368	992	-1485
00771-0	1368	992	-1418
00772-0	1368	992	-1340
00773-0	1368	992	-1273
00774-0	1368	992	-1206
00775-0	1368	992	-1128
00776-0	1368	992	-1061
00777-0	1368	992	-993
00778-0	1368	992	-915
00779-0	1368	992	-848
00780-0	1368	992	-781
00781-0	1368	992	-703
00782-0	1368	992	-636
00783-0	1368	992	-569
00784-0	1368	992	-491
00785-0	1368	992	-424
00786-0	1368	992	-357
00787-0	1368	992	-279
00788-0	1368	992	-212
00789-0	1368	992	-145
00790-0	1368	992	-67
00791-0	1368	992	0
00792-0	1368	992	67
00793-0	1368	992	145
00794-0	1368	992	212
00795-0	1368	992	279
00796-0	1368	992	357
00797-0	1368	992	424
00798-0	1368	992	491
00799-0	1368	992	569
00800-0	1368	992	636
00801-0	1368	992	703
00802-0	1368	992	781
00803-0	1368	992	848
00804-0	1368	992	915
00805-0	1368	992	993
00806-0	1368	992	1061
00807-0	1368	992	1128
00808-0	1368	992	1206
00809-0	1368	992	1273
00810-0	1368	992	1340
00811-0	1368	992	1418
00812-0	1368	992	1485
00813-0	1368	992	1552
00814-0	1368	992	1630
00815-0	1368	992	1697
00816-0	1368	992	1764
00817-0	1323	1051	-1764
00818-0	1323	1051	-1697
00819-0	1323	1051	-1630
00820-0	1323	1051	-1552
00821-0	1323	1051	-1485
00822-0	1323	1051	-1418
00823-0	1323	1051	-1340
00824-0	1323	1051	-1273
00825-0	1323	1051	-1206
00826-0	1323	1051	-1128
00827-0	1323	1051	-1061
00828-0	1323	1051	-993
00829-0	1323	1051	-915
00830-0	1323	1051	-848
00831-0	1323	1051	-781
00832-0	1323	1051	-703
00833-0	1323	1051	-636
00834-0	1323	1051	-569
00835-0	1323	1051	-491
00836-0	1323	1051	-424
00837-0	1323	1051	-357
00838-0	1323	1051	-279
00839-0	1323	1051	-212
00840-0	1323	1051	-145
00841-0	1323	1051	-67
00842-0	1323	1051	0
00843-0	1323	1051	67
00844-0	1323	1051	145
00845-0	1323	1051	212
00846-0	1323	1051	279
00847-0	1323	1051	357
00848-0	1323	1051	424
00849-0	1323	1051	491
00850-0	1323	1051	569
00851-0	1323	1051	636
00852-0	1323	1051	703
00853-0	1323	1051	781
00854-0	1323	1051	848
00855-0	1323	1051	915
00856-0	1323	1051	993
00857-0	1323	1051	1061
00858-0	1323	1051	1128
00859-0	1323	1051	1206
00860-0	1323	1051	1273
00861-0	1323	1051	1340
00862-0	1323	1051	1418
00863-0	1323	1051	1485
00864-0	1323	1051	1552
00865-0	1323	1051	1630
00866-0	1323	1051	1697
00867-0	1323	1051	1764
00868-0	1279	1104	-1764
00869-0	1279	1104	-1697
00870-0	1279	1104	-1630
00871-0	1279	1104	-1552
00872-0	1279	1104	-1485
00873-0	1279	1104	-1418
00874-0	1279	1104	-1340
00875-0	1279	1104	-1273
00876-0	1279	1104	-1206
00877-0	1279	1104	-1128
00878-0	1279	1104	-1061
00879-0	1279	1104	-993
00880-0	1279	1104	-915
00881-0	1279	1104	-848
00882-0	1279	1104	-781
00883-0	1279	1104	-703
00884-0	1279	1104	-636
00885-0	1279	1104	-569
00886-0	1279	1104	-491
00887-0	1279	1104	-424
00888-0	1279	1104	-357
00889-0	1279	1104	-279
00890-0	1279	1104	-212
00891-0	1279	1104	-145
00892-0	1279	1104	-67
00893-0	1279	1104	0
00894-0	1279	1104	67
00895-0	1279	1104	145
00896-0	1279	1104	212
00897-0	1279	1104	279
00898-0	1279	1104	357
00899-0	1279	1104	424
00900-0	1279	1104	491
00901-0	1279	1104	569
00902-0	1279	1104	636
00903-0	1279	1104	703
00904-0	1279	1104	781
00905-0	1279	1104	848
00906-0	1279	1104	915
00907-0	1279	1104	993
00908-0	1279	1104	1061
00909-0	1279	1104	1128
00910-0	1279	1104	1206
00911-0	1279	1104	1273
00912-0	1279	1104	1340
00913-0	1279	1104	1418
00914-0	1279	1104	1485
00915-0	1279	1104	1552
00916-0	1279	1104	1630
00917-0	1279	1104	1697
00918-0	1279	1104	1764
00919-0	1232	1157	-1764
00920-0	1232	1157	-1697
00921-0	1232	1157	-1630
00922-0	1232	1157	-1552
00923-0	1232	1157	-1485
00924-0	1232	1157	-1418
00925-0	1232	1157	-1340
00926-0	1232	1157	-1273
00927-0	1232	1157	-1206
00928-0	1232	1157	-1128
00929-0	1232	1157	-1061
00930-0	1232	1157	-993
00931-0	1232	1157	-915
00932-0	1232	1157	-848
00933-0	1232	1157	-781
00934-0	1232	1157	-703
00935-0	1232	1157	-636
00936-0	1232	1157	-569
00937-0	1232	1157	-491
00938-0	1232	1157	-424
00939-0	1232	1157	-357
00940-0	1232	1157	-279
00941-0	1232	1157	-212
00942-0	1232	1157	-145
00943-0	1232	1157	-67
00944-0	1232	1157	0
00945-0	1232	1157	67
00946-0	1232	1157	145
00947-0	1232	1157	212
00948-0	1232	1157	279
00949-0	1232	1157	357
00950-0	1232	1157	424
00951-0	1232	1157	491
00952-0	1232	1157	569
00953-0	1232	1157	636
00954-0	1232	1157	703
00955-0	1232	1157	781
00956-0	1232	1157	848
00957-0	1232	1157	915
00958-0	1232	1157	993
00959-0	1232	1157	1061
00960-0	1232	1157	1128
00961-0	1232	1157	1206
00962-0	1232	1157	1273
00963-0	1232	1157	1340
00964-0	1232	1157	1418
00965-0	1232	1157	1485
00966-0	1232	1157	1552
00967-0	1232	1157	1630
00968-0	1232	1157	1697
00969-0	1232	1157	1764
00970-0	1184	1206	-1764
00971-0	1184	1206	-1697
00972-0	1184	1206	-1630
00973-0	1184	1206	-1552
00974-0	1184	1206	-1485
00975-0	1184	1206	-1418
00976-0	1184	1206	-1340
00977-0	1184	1206	-1273
00978-0	1184	1206	-1206
00979-0	1184	1206	-1128
00980-0	1184	1206	-1061
00981-0	1184	1206	-993
00982-0	1184	1206	-915
00983-0	1184	1206	-848
00984-0	1184	1206	-781
00985-0	1184	1206	-703
00986-0	1184	1206	-636
00987-0	1184	1206	-569
00988-0	1184	1206	-491
00989-0	1184	1206	-424
00990-0	1184	1206	-357
00991-0	1184	1206	-279
00992-0	1184	1206	-212
00993-0	1184	1206	-145
00994-0	1184	1206	-67
00995-0	1184	1206	0
00996-0	1184	1206	67
00997-0	1184	1206	145
00998-0	1184	1206	212
00999-0	1184	1206	279
01000-0	1184	1206	357
01001-0	1184	1206	424
01002-0	1184	1206	491
01003-0	1184	1206	569
01004-0	1184	1206	636
01005-0	1184	1206	703
01006-0	1184	1206	781
01007-0	1184	1206	848
01008-0	1184	1206	915
01009-0	1184	1206	993
01010-0	1184	1206	1061
01011-0	1184	1206	1128
01012-0	1184	1206	1206
01013-0	1184	1206	1273
01014-0	1184	1206	1340
01015-0	1184	1206	1418
01016-0	1184	1206	1485
01017-0	1184	1206	1552
01018-0	1184	1206	1630
01019-0	1184	1206	1697
01020-0	1184	1206	1764
01021-0	1129	1257	-1764
01022-0	1129	1257	-1697
01023-0	1129	1257	-1630
01024-0	1129	1257	-1552
01025-0	1129	1257	-1485
01026-0	1129	1257	-1418
01027-0	1129	1257	-1340
01028-0	1129	1257	-1273
01029-0	1129	1257	-1206
01030-0	1129	1257	-1128
01031-0	1129	1257	-1061
01032-0	1129	1257	-993
01033-0	1129	1257	-915
01034-0	1129	1257	-848
01035-0	1129	1257	-781
01036-0	1129	1257	-703
01037-0	1129	1257	-636
01038-0	1129	1257	-569
01039-0	1129	1257	-491
01040-0	1129	1257	-424
01041-0	1129	1257	-357
01042-0	1129	1257	-279
01043-0	1129	1257	-212
01044-0	1129	1257	-145
01045-0	1129	1257	-67
01046-0	1129	1257	0
01047-0	1129	1257	67
01048-0	1129	1257	145
01049-0	1129	1257	212
01050-0	1129	1257	279
01051-0	1129	1257	357
01052-0	1129	1257	424
01053-0	1129	1257	491
01054-0	1129	1257	569
01055-0	1129	1257	636
01056-0	1129	1257	703
01057-0	1129	1257	781
01058-0	1129	1257	848
01059-0	1129	1257	915
01060-0	1129	1257	993
01061-0	1129	1257	1061
01062-0	1129	1257	1128
01063-0	1129	1257	1206
01064-0	1129	1257	1273
