CameraID/C:CameraPosition[3]/D:CameraOrientation[3][3]/D
045	892.6617472383375	564.588638502666	1519.3214985335528	0.67590346886583	-0.014141834692750812	0.7368544695437914	-0.736235305751053	0.032283916388409516	0.6759551193002977	-0.03334779364204088	-0.9993786856112902	0.011409093086602526
046	976.6092343022024	458.02332506495446	1522.609385236194	0.6247513590357581	-0.012728953231236333	0.7807199966265829	-0.7799760479749422	0.03640496978627037	0.6247495840416792	-0.036374496125228625	-0.9992560492308759	0.012815775713470876
047	1050.4580947166405	343.4155042992372	1519.9717923215899	0.5726481499723403	-0.012068796752410692	0.8197124132756597	-0.8190353912437369	0.03478791393057766	0.5726873745199706	-0.03542773240661302	-0.9993218426459558	0.010036462883790783
048	1075.287536228805	279.33792949978755	1518.9471790348675	0.40252211710384367	-0.0010770662738860384	0.9154096269815403	-0.9151443892413487	0.023626200653273997	0.4024332857540118	-0.02206109884657933	-0.9997202821644332	0.008524397148688516
086	752.5843222854304	417.2739229009925	1457.8109603890443	0.5074758485350458	-0.08101481414092727	0.8578489744957135	-0.861128160329834	-0.012513991117578404	0.5082338944947148	-0.030439360055545716	-0.9966343361113047	-0.07611468612159286
087	820.9189879530634	255.1650510051627	1457.8548598176624	0.38607136569843353	-0.0829686209823324	0.9187301608851411	-0.921631245865278	0.007741459021146098	0.38798958292335506	-0.039303272542644534	-0.9965220909465653	-0.07347771786687844
236	847.6019714538597	401.1325671494567	1609.0646485197963	0.5390913489122268	-0.08096189404858031	0.8383469981100092	-0.8415133774592097	-0.01023135740855125	0.540139384680262	-0.03515327986389905	-0.9966646833502459	-0.07364615317289411
237	850.4942991989873	387.35056253081285	1474.706995217392	0.5303148729132348	-0.0901883400607336	0.8429900348664335	-0.8467273818024043	-0.006323865073878796	0.5319894262450835	-0.04264828804378624	-0.9959046500783185	-0.07971857675170389
238	856.729183012783	362.01459249730084	1339.4208298197689	0.5323835613003404	-0.08122231758250772	0.8425975781971451	-0.8458630556041539	-0.01233902152344837	0.533257385989025	-0.0329155711050384	-0.9966196283810443	-0.07527204995520564
239	837.0853790445832	370.02765212790473	1228.9683979057934	0.5263539778977165	-0.07770306207789601	0.8467075788576419	-0.849880162059749	-0.018101418944716965	0.5266650252005373	-0.025596876538844796	-0.9968122053706542	-0.07556604485844548
240	824.9175897019684	374.362240588505	1096.766598180826	0.5216702208149729	-0.08103077994403349	0.8492904058191871	-0.8528298856881797	-0.022380094871706994	0.521709035220418	-0.02326729017189585	-0.9964603073154472	-0.08078049983047729
