FeatureID/C:nImages/I:ImagePosition[10][2]/I:ExpectedWorldPosition[3]/D:RecoWorldPosition[3]/D:ReprojectedPosition[10][2]/D:ReprojectionError[10]/D
02426-00	4	0	0	0	0	0	0	0	0	0	0	3416	1971	0	0	2735	1994	1891	1995	863	2044	-653.0	1559.0	212.0	-652.0152129280976	1552.792833890356	212.55925327430054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3415.0983714667836	1976.2386986548397	0.0	0.0	2736.474122935647	1995.9257952728562	1891.562189112021	1998.4856482441924	862.2388437501002	2034.25768003902	0.0	0.0	0.0	0.0	0.0	5.315721739155395	0.0	2.425226971307129	3.530694022414907	9.772008854829757
02682-00	6	0	0	0	0	3465	1687	2583	1696	2984	1688	1819	1699	2181	1716	1113	1688	0	0	0	0	-966.0	1387.0	279.0	-964.769244325739	1386.6513022187794	278.609300203834	0.0	0.0	0.0	0.0	3462.177263261289	1686.1413878286737	2584.9368323199574	1695.8706201176876	2985.5763770072717	1688.2771478015557	1821.8162850894337	1696.070602271382	2178.4919311170725	1717.3734532447793	1111.6061062993367	1690.2558872789873	0.0	0.0	0.0	0.0	0.0	0.0	2.9504334523620717	1.9411487808971863	1.600554707894145	4.063598498547592	2.8595075340177325	2.651785636933257	0.0	0.0
02430-00	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2716	753	1878	728	0	0	-653.0	1559.0	491.0	-653.6704318627678	1557.2305603712848	490.1276187531164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2715.22046840893	746.7321233799518	1878.9712756023237	734.1431518713858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.316165516009157	6.219460684864928	0.0
02427-00	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2737	1687	1885	1689	856	1705	-653.0	1559.0	279.0	-652.7609875054175	1553.4714577632187	279.2698162873026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2736.5262504800894	1689.2395307587947	1886.0110064617513	1690.0326422264209	855.498370328866	1701.9791250501112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.289090786142603	1.445158826389124	3.062240648581976
03089-00	3	2894	2021	1778	2014	765	2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1368.0	992.0	212.0	-1370.6133059851227	991.9790521232416	210.85175205409328	2894.4834760279673	2021.3437683691645	1777.0327623007654	2014.1139792606339	765.5566503668631	2023.4952374068375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5932333109806642	0.9739302021578802	0.7514285770350488	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02273-00	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2836	1986	1902	2042	-456.0	1627.0	212.0	-461.39042959417804	1638.5618493320844	212.3483415772418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2836.0553866383334	1979.4458264228765	1901.8364681222868	2047.7787876987138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.554407597851207	5.781101101160099
03242-00	2	1888	2030	785	1999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1480.0	816.0	212.0	-1480.179064292266	813.0072555866695	211.7188815177525	1888.2305054889284	2031.0462272590016	784.8294970741392	1997.8977165140286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0713189337933817	1.1153923664667562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03294-00	2	1526	1708	472	1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1515.0	750.0	279.0	-1530.8920288490872	753.3579912353334	278.8754367312652	1526.7957636569165	1706.7069302515306	471.2240742685317	1675.2866956182704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5183112895832214	1.5025466231804285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02581-00	5	0	0	0	0	0	0	3255	1306	0	0	2480	1326	2834	1380	1763	1330	914	1341	0	0	-845.0	1464.0	357.0	-839.5290809061268	1453.9051045488545	357.333304530474	0.0	0.0	0.0	0.0	0.0	0.0	3254.992349224719	1315.3570811939303	0.0	0.0	2477.4823965183637	1324.2887352332189	2836.7786713591136	1376.0990236972289	1761.8624525887783	1324.5665150050922	915.0371314006169	1342.4923200475387	0.0	0.0	0.0	0.0	0.0	9.357084321740745	0.0	3.044134424228659	4.789429051227296	5.551285734193923	1.8173223892395536	0.0
03088-00	3	2893	2344	1782	2341	793	2348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1368.0	992.0	145.0	-1373.4804230322702	995.986543188361	140.62380196502167	2890.9084259001133	2346.4557140281136	1786.9178254477883	2342.6839088184865	790.0446081120406	2343.7986070028483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2257113328985922	5.198130052614246	5.136734792446663	0.0	0.0	0.0	0.0	0.0	0.0	0.0
